Inside GNSS,https://insidegnss.com/,publication,GNSS publication covering positioning navigation timing policy modernization and interference issues,Arctic Domain Awareness|Autonomous Patrol|Distributed Sensor Networks,ISR & Sensing|Autonomy & Robotics|Space Systems,moderate,active,2026-04-30,Use for PNT and navigation source trails with primary-source corroboration,unknown,,,,,,,,,,
Breaking Defense Space,https://breakingdefense.com/space/,publication,Breaking Defense section focused on space force satellite and defence space acquisition,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-04-30,Search for space procurement and company programme leads then follow official sources,unknown,,,,,,,,,,
Inside Unmanned Systems,https://insideunmannedsystems.com/,publication,Publication covering unmanned systems autonomy robotics sensors navigation and policy,Autonomous Patrol|Underwater ISR|Distributed Sensor Networks,Autonomy & Robotics|ISR & Sensing|Maritime Systems,moderate,active,2026-04-30,Use for unmanned technology leads and then follow company product pages,unknown,,,,,,,,,,
Commercial UAV News,https://www.commercialuavnews.com/,publication,UAV industry publication covering drone operations sensors autonomy and regulatory developments,Autonomous Patrol|Distributed Sensor Networks,Autonomy & Robotics|ISR & Sensing,moderate,active,2026-04-30,Search for dual-use UAV companies sensors and operations then corroborate through durable sources,unknown,,,,,,,,,,
AUVSI,https://www.auvsi.org/,industry_association,Association for uncrewed systems and robotics with events advocacy and member ecosystem,Autonomous Patrol|Underwater ISR|Distributed Sensor Networks,Autonomy & Robotics|Maritime Systems|ISR & Sensing,moderate,active,2026-04-30,Use events awards and member trails to identify uncrewed-system companies,unknown,,,,,,,,,,
XPONENTIAL,https://www.xponential.org/xponential2026/Public/enter.aspx,conference,AUVSI uncrewed systems conference with exhibitors speakers and product announcements,Autonomous Patrol|Underwater ISR|Distributed Sensor Networks,Autonomy & Robotics|Maritime Systems|ISR & Sensing,moderate,active,2026-04-30,Use exhibitor and session pages recursively for global uncrewed-system source discovery,unknown,,,,,,,,,,
Marine Technology News,https://www.marinetechnologynews.com/,publication,Maritime technology publication covering subsea systems ocean science autonomy and marine operations,Underwater ISR|Arctic Domain Awareness|Autonomous Patrol,Maritime Systems|ISR & Sensing|Autonomy & Robotics,moderate,active,2026-04-30,Search AUV UUV sonar subsea sensors and Arctic marine technology trails,unknown,,,,,,,,,,
Hydro International,https://www.hydro-international.com/,publication,Hydrography and geospatial maritime publication covering seabed mapping sensors survey and autonomy,Underwater ISR|Arctic Domain Awareness|Distributed Sensor Networks,Maritime Systems|ISR & Sensing,moderate,active,2026-04-30,Use for bathymetry seabed mapping and maritime sensor company discovery,unknown,,,,,,,,,,
Offshore Energy,https://www.offshore-energy.biz/,publication,Offshore and maritime energy publication with shipbuilding subsea robotics and maritime technology coverage,Underwater ISR|Northern Logistics And Sustainment Readiness|Autonomous Patrol,Maritime Systems|Logistics & Sustainment|Autonomy & Robotics,moderate,active,2026-04-30,Search maritime robotics subsea logistics and vessel technology trails,unknown,,,,,,,,,,
Shephard Media,https://www.shephardmedia.com/,publication,Defence media covering air land sea training and uncrewed systems with supplier and programme news,All Mission Areas,All Domains,moderate,active,2026-04-30,Search company programme technology and exhibition reports then verify through primary sources,unknown,,,,,,,,,,
Military Embedded Systems,https://militaryembedded.com/,publication,Publication focused on embedded computing RF EW AI sensors and mission systems for defence,Edge Data Processing|Distributed Sensor Networks|Cyber Mission Assurance For Remote Operations,Cyber & Data|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-04-30,Search edge compute rugged systems AI EW and sensor-processing leads,unknown,,,,,,,,,,
National Defense Magazine,https://www.nationaldefensemagazine.org/,publication,NDIA publication covering US and global defence industry acquisition technology and programmes,All Mission Areas,All Domains,moderate,active,2026-04-30,Search defence tech industry announcements and acquisition topics then follow official/company sources,unknown,,,,,,,,,,
NDIA Events,https://www.ndia.org/events,conference,National Defense Industrial Association event calendar for defence technology conferences symposia and exhibitions,All Mission Areas,All Domains,moderate,active,2026-04-30,Use event pages exhibitors and agendas as recursive discovery trails,unknown,,,,,,,,,,
Turkish Defence Industry Agency SSB,https://www.ssb.gov.tr/en,government_program,Turkish official defence industry and procurement authority with projects product catalogue and industry news,All Mission Areas,All Domains,high,active,2026-05-01,Search projects procurement product catalogue and linked Turkish defence companies,unknown,,,,,,,,,,
Turkish Defence Industry Product Catalogue,https://www.ssb.gov.tr/Images/Uploads/files/SSB_BASILI_EN_2022_WEB2_2.pdf,official_report,Official Turkish defence industry catalogue listing systems products and companies across domains,All Mission Areas,All Domains,high,active,2026-05-01,Use as a structured company and capability index then verify current claims on company pages,unknown,,,,,,,,,,
SAHA Expo Exhibitors,https://www.sahaexpo.com/en/exhibitors,conference,Turkish international defence aerospace and space exhibitor directory with global and Turkish companies,All Mission Areas,All Domains,moderate,active,2026-05-01,Search exhibitors by capability category and follow company sites press rooms and product pages,unknown,,,,,,,,,,
TEKNOFEST,https://www.teknofest.org/en/,conference,Turkish aerospace and technology festival with defence aviation space robotics AI and autonomous systems competitions,Autonomous Patrol|Distributed Sensor Networks|Edge Data Processing,Autonomy & Robotics|Space Systems|Cyber & Data|ISR & Sensing,moderate,active,2026-05-01,Use competitions and partner institutions to find early dual-use technology teams and official follow-up sources,unknown,,,,,,,,,,
TEKNOFEST Air Defense Systems Competition,https://www.teknofest.org/en/content/announcement/a-new-competition-at-teknofest-2024-air-defense-systems-competition/,conference,TEKNOFEST competition page for air defence systems and related technology themes,Autonomous Patrol|Distributed Sensor Networks|Cyber Mission Assurance For Remote Operations,Autonomy & Robotics|ISR & Sensing|Cyber & Data,moderate,active,2026-05-01,Use as a competition-source trail for Turkish air defence autonomy sensing and software companies,unknown,,,,,,,,,,
Saudi General Authority for Military Industries,https://www.gami.gov.sa/en,government_program,Saudi authority for defence industry localization acquisition research technology licensing and sector development,All Mission Areas,All Domains,high,active,2026-05-01,Search news initiatives localization programs licensing and World Defense Show links,unknown,,,,,,,,,,
GAMI LinkedIn,https://www.linkedin.com/company/gami-ksa,linkedin_page,Official Saudi GAMI social feed with sector updates World Defense Show activity and industry announcements,All Mission Areas,All Domains,moderate,active,2026-05-01,Follow announcements to GAMI pages company releases and official event pages,unknown,,,,,,,,,,
World Defense Show Exhibitors,https://www.worlddefenseshow.com/en/exhibitors,conference,Saudi global defence exhibition exhibitor directory across air land sea space and security,All Mission Areas,All Domains,moderate,active,2026-05-01,Use exhibitor list as a recursive global source trail then verify companies from canonical pages,unknown,,,,,,,,,,
World Defense Show What To Expect,https://worlddefenseshow.com/en/about-the-show/what-to-expect,conference,Saudi defence show overview with event scale domains delegations and industry focus,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for event context and source trails into official delegations and exhibitors,unknown,,,,,,,,,,
IDEX UAE,https://www.idexuae.ae/,conference,Abu Dhabi international defence exhibition and conference with global defence exhibitors and official delegations,All Mission Areas,All Domains,moderate,active,2026-05-01,Search exhibitors show news and media partners for Middle East and global company discovery,unknown,,,,,,,,,,
NAVDEX Exhibitor List,https://www.navdex.ae/exhibit/exhibitor-list/,conference,Abu Dhabi naval defence exhibition exhibitor list connected to IDEX and maritime technology companies,Underwater ISR|Arctic Domain Awareness|Autonomous Patrol,Maritime Systems|ISR & Sensing|Autonomy & Robotics,moderate,active,2026-05-01,Use for naval maritime autonomy and sensor company discovery,unknown,,,,,,,,,,
Tawazun Council,https://www.tawazun.gov.ae/,government_program,UAE defence and security industry enabler connected to procurement industrial participation R&D and defence innovation,All Mission Areas,All Domains,high,active,2026-05-01,Search contracts partnerships R&D programs and linked company announcements,unknown,,,,,,,,,,
EDGE Group News,https://edgegroup.ae/news/,company_press_room,UAE defence technology group newsroom covering autonomous systems smart weapons electronic warfare naval and space activity,All Mission Areas,All Domains,moderate,active,2026-05-01,Use as a recurring company source for UAE defence capabilities and partner announcements,unknown,,,,,,,,,,
FIDAE Exhibitors,https://www.fidae.cl/en/exhibitors/?lang=en,conference,Chile aerospace defence homeland security space and UAV exhibitor source for Latin American and global companies,Autonomous Patrol|Distributed Sensor Networks|Expeditionary Communications Resilience,Autonomy & Robotics|Space Systems|ISR & Sensing,moderate,active,2026-05-01,Search exhibitor materials and follow companies to official product and press pages,unknown,,,,,,,,,,
FIDAE Exhibitor Catalogue,https://www.fidae.cl/fidae/site/docs/20260226/20260226160322/catalogo_de_expositores.pdf,conference,Official FIDAE exhibitor catalogue with company names countries sectors and websites,All Mission Areas,All Domains,moderate,active,2026-05-01,Use catalogue as Latin America aerospace defence and UAV company index,unknown,,,,,,,,,,
Expodefensa Exhibitors,https://www.expodefensa.com.co/exhibitors/,conference,Colombia defence and security exhibition exhibitor page under Ministry of Defense patronage,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for Latin America defence security and multi-domain company discovery,unknown,,,,,,,,,,
Expodefensa 2023 Exhibitors,https://www.expodefensa.com.co/2023-exhibitors/,conference,Expodefensa prior exhibitor list with company names countries halls and stands,All Mission Areas,All Domains,moderate,active,2026-05-01,Use prior exhibitors as source trails into Colombian Latin American and international defence companies,unknown,,,,,,,,,,
LAAD Security Milipol Brazil Exhibitors,https://laadexpo.com.br/security/en/lista-de-expositores/,conference,Brazil security and defence-sector exhibitor list for police armed forces and security professionals,All Mission Areas,All Domains,moderate,active,2026-05-01,Use exhibitor directory for Brazil and Latin America security and defence company discovery,unknown,,,,,,,,,,
LAAD Defence And Security,https://www.laadexpo.com.br/defence/en/,conference,Brazil defence and security exhibition entry point for Latin American defence industry and official delegations,All Mission Areas,All Domains,moderate,active,2026-05-01,Search exhibitor lists news and event updates for Brazilian and regional defence companies,unknown,,,,,,,,,,
MSPO Exhibitor List,https://www.targikielce.pl/en/mspo/list-of-exhibitors?industries=8466,conference,Polish international defence industry exhibition exhibitor directory with European and global defence companies,All Mission Areas,All Domains,moderate,active,2026-05-01,Use as a Central and Eastern Europe company discovery source then verify through company pages,unknown,,,,,,,,,,
Estonian Defence And Aerospace Industry Association,https://defence.ee/,industry_association,Estonian defence space and security industry association with member ecosystem and sector news,All Mission Areas,All Domains,high,active,2026-05-01,Search members news awards and Ukraine cooperation trails for Baltic defence technology companies,unknown,,,,,,,,,,
Estonian Centre for Defence Investments,https://www.kaitseinvesteeringud.ee/en/organisation/,procurement_portal,Estonian central defence procurement and investment body under the Ministry of Defence,All Mission Areas,All Domains,high,active,2026-05-01,Search procurement news and investment pages for supplier and capability trails,unknown,,,,,,,,,,
Estonia Defence Procurement,https://kaitseministeerium.ee/en/organisation-contacts/centre-defence-investments/defence-procurement,procurement_portal,Estonian defence procurement explanation and official acquisition context,All Mission Areas,All Domains,high,active,2026-05-01,Use for public procurement context and links to Estonian defence investment sources,unknown,,,,,,,,,,
Swedish FMV Procurement,https://www.fmv.se/english/procurement/,procurement_portal,Swedish Defence Materiel Administration procurement page for defence equipment services and suppliers,All Mission Areas,All Domains,high,active,2026-05-01,Search procurements and supplier guidance for Swedish acquisition and company trails,unknown,,,,,,,,,,
SOFF Members,https://soff.se/en/members/,industry_association,Swedish Security and Defence Industry Association member directory for Swedish defence security and cyber companies,All Mission Areas,All Domains,high,active,2026-05-01,Use members list to discover Swedish defence tech companies and follow official sources,unknown,,,,,,,,,,
SOFF,https://soff.se/en/soff/,industry_association,Swedish security and defence industry association covering defence cyber civil security and market access,All Mission Areas,All Domains,high,active,2026-05-01,Use news members and policy pages for Swedish sector context and company trails,unknown,,,,,,,,,,
Digital Defence Ecosystem Finland,https://www.digitaldefence.fi/,industry_association,Finnish defence and dual-use technology ecosystem linking companies research institutes and export support,All Mission Areas,All Domains,moderate,active,2026-05-01,Search ecosystem company profiles and dual-use defence technology themes,unknown,,,,,,,,,,
Finnish Defence Forces Logistics Command,https://logistiikkalaitos.fi/en/logistics-system,procurement_portal,Finnish defence logistics and materiel support organization connected to procurement sustainment and readiness,Northern Logistics And Sustainment Readiness|Expeditionary Communications Resilience,Logistics & Sustainment|Communications & Infrastructure,high,active,2026-05-01,Use for Finnish logistics sustainment and procurement context,unknown,,,,,,,,,,
Indo Defence Expo,https://indodefence.com/,conference,Indonesia official tri-service defence aerospace maritime and security exhibition hosted by the Ministry of Defence,All Mission Areas,All Domains,moderate,active,2026-05-01,Search event pages exhibitors news and contract announcements for Southeast Asia source trails,unknown,,,,,,,,,,
Indo Defence Exhibitor,https://indodefence.com/exhibitor/,conference,Indo Defence exhibitor entry point with business matchmaking and defence sector participation context,All Mission Areas,All Domains,moderate,active,2026-05-01,Use as a recursive trail to Indonesian and international exhibitors and partners,unknown,,,,,,,,,,
Indo Defence About,https://indodefence.com/about-us/,conference,Indo Defence overview describing Indonesia defence aerospace maritime security and military technology focus,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for event context and category keywords for Southeast Asia searches,unknown,,,,,,,,,,
LIMA Show Directory,https://www.lima2025.com/download/show_directory.pdf,conference,Langkawi International Maritime and Aerospace exhibition show directory for defence aerospace and maritime exhibitors,Underwater ISR|Arctic Domain Awareness|Expeditionary Communications Resilience,Maritime Systems|Space Systems|Communications & Infrastructure,moderate,active,2026-05-01,Use as Malaysia and Indo-Pacific exhibitor source trail then verify through company pages,unknown,,,,,,,,,,
Taiwan Aerospace Industry Association,https://www.taia.org.tw/en/,industry_association,Taiwan aerospace industry association supporting aerospace defence supply chain members and government R&D links,Autonomous Patrol|Distributed Sensor Networks|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,high,active,2026-05-01,Search industry news trade groups and member companies for Taiwan aerospace and defence suppliers,unknown,,,,,,,,,,
Taiwan Aerospace Industry Association Members,https://www.taia.org.tw/en/member.asp,industry_association,Taiwan aerospace association member directory with manufacturers and defence-adjacent suppliers,All Mission Areas,All Domains,high,active,2026-05-01,Use members as company discovery trail then verify capabilities on official company pages,unknown,,,,,,,,,,
Taiwan National Defense Industry Development Association,https://www.twdida.org.tw/,industry_association,Taiwan defence industry association connecting industry government and academia through meetings and seminars,All Mission Areas,All Domains,moderate,active,2026-05-01,Search association updates and member trails for Taiwan defence technology companies,unknown,,,,,,,,,,
Navy Command Taiwan Newsroom,https://navy.mnd.gov.tw/en/newsroom/,government_program,Taiwan Navy official news source with defence technology cooperation and maritime unmanned systems updates,Underwater ISR|Autonomous Patrol|Distributed Sensor Networks,Maritime Systems|Autonomy & Robotics|ISR & Sensing,high,active,2026-05-01,Search NCSIST naval academy underwater unmanned technology and maritime capability announcements,unknown,,,,,,,,,,
Shield AI Press Releases,https://shield.ai/press-release/,company_press_room,Shield AI official press releases for autonomous aircraft AI pilots V-BAT X-BAT and defence partnerships,Autonomous Patrol|Distributed Sensor Networks|Edge Data Processing,Autonomy & Robotics|ISR & Sensing|Cyber & Data,high,active,2026-05-01,Use as canonical company evidence for autonomy and unmanned aircraft capability records,unknown,,,,,,,,,,
Anduril Newsroom,https://www.anduril.com/newsroom,company_press_room,Anduril official newsroom for autonomy counter-UAS undersea systems missiles Lattice and manufacturing updates,Autonomous Patrol|Underwater ISR|Distributed Sensor Networks|Edge Data Processing,Autonomy & Robotics|Maritime Systems|ISR & Sensing|Cyber & Data,high,active,2026-05-01,Use as canonical company source and follow product pages and government award notices,unknown,,,,,,,,,,
Anduril Press Kit,https://www.anduril.com/press,company_press_room,Anduril official press kit and media resource page with company positioning and assets,All Mission Areas,All Domains,high,active,2026-05-01,Use for company metadata and links to durable official Anduril resources,unknown,,,,,,,,,,
Helsing Newsroom,https://helsing.ai/en/newsroom,company_press_room,Helsing official newsroom covering European defence AI autonomy aircraft and space initiatives,Edge Data Processing|Autonomous Patrol|Cyber Mission Assurance For Remote Operations,Cyber & Data|Autonomy & Robotics|Space Systems,high,active,2026-05-01,Use as canonical company source for European defence AI and software-defined capability records,unknown,,,,,,,,,,
Lockheed Martin News Releases,https://news.lockheedmartin.com/news-releases,company_press_room,Lockheed Martin official news release archive across aerospace missiles space maritime and C4ISR,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical source for prime contractor capabilities partnerships and awards,unknown,,,,,,,,,,
BAE Systems Newsroom,https://www.baesystems.com/en-us/newsroom,company_press_room,BAE Systems newsroom for US and global defence aerospace electronic systems submarines software and cyber updates,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical source for BAE capability and contract evidence,unknown,,,,,,,,,,
Saab Press Releases,https://www.saab.com/newsroom/press-releases,company_press_room,Saab official press release archive with aircraft naval sensors C-UAS AI and international partnership updates,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical company source for Swedish and global Saab capabilities,unknown,,,,,,,,,,
Northrop Grumman News Releases,https://investor.northropgrumman.com/news-events/news-releases,company_press_room,Northrop Grumman investor news release archive for aerospace defence space and financial announcements,All Mission Areas,All Domains,high,active,2026-05-01,Use with Northrop newsroom searches for contract awards space and autonomous aircraft evidence,unknown,,,,,,,,,,
RTX News Center,https://www.rtx.com/news/news-center,company_press_room,RTX official news center for Raytheon Collins Aerospace Pratt Whitney defence and aerospace updates,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical source for air defence missiles sensors engines C-UAS and resilient systems,unknown,,,,,,,,,,
General Dynamics News,https://www.gd.com/news,company_press_room,General Dynamics official news hub with press releases for aerospace marine combat and technologies businesses,All Mission Areas,All Domains,high,active,2026-05-01,Use press releases and business pages for submarines vehicles C4ISR and mission systems evidence,unknown,,,,,,,,,,
L3Harris Newsroom,https://www.l3harris.com/newsroom,company_press_room,L3Harris official newsroom for space mission systems radios sensors autonomous and tactical networking updates,Expeditionary Communications Resilience|Distributed Sensor Networks|Edge Data Processing,Communications & Infrastructure|ISR & Sensing|Cyber & Data,high,active,2026-05-01,Use as canonical source for comms ISR space and mission systems evidence,unknown,,,,,,,,,,
Leonardo Press Releases,https://www.leonardo.com/en/media-hub/press-releases,company_press_room,Leonardo official press release archive with region and category filters for aircraft electronics cyber space and uncrewed systems,All Mission Areas,All Domains,high,active,2026-05-01,Use filters by region and category to find global company and capability evidence,unknown,,,,,,,,,,
Thales Group Press Releases,https://www.thalesgroup.com/en/search-everything/press-releases,company_press_room,Thales official press release search covering defence aerospace cybersecurity space and secure communications,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical source for Thales sensors communications cyber and space capabilities,unknown,,,,,,,,,,
Rheinmetall News,https://www.rheinmetall.com/en/rheinmetall_ag/press/news/index.php,company_press_room,Rheinmetall official news hub covering vehicles weapons ammunition air defence electronics and industrial expansion,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical source for European land systems ammunition C-UAS and industrial capacity evidence,unknown,,,,,,,,,,
Kongsberg Press Room,https://www.kongsberg.com/news/press-room/,company_press_room,KONGSBERG group press room with releases and media assets across defence aerospace maritime and discovery businesses,All Mission Areas,All Domains,high,active,2026-05-01,Use for group-level announcements and links into defence aerospace source pages,unknown,,,,,,,,,,
Kongsberg Defence And Aerospace News Archive,https://www.kongsberg.com/kda/news/news-archive/,company_press_room,Kongsberg Defence and Aerospace official news archive with missile air defence remote weapon station comms naval and space updates,Underwater ISR|Expeditionary Communications Resilience|Distributed Sensor Networks,Maritime Systems|Communications & Infrastructure|Space Systems|ISR & Sensing,high,active,2026-05-01,Use as canonical source for KDA capability records and allied procurement trails,unknown,,,,,,,,,,
Israel Aerospace Industries,https://www.iai.co.il/,company_press_room,IAI official company site with news and press releases for space air land naval cyber and homeland security systems,All Mission Areas,All Domains,high,active,2026-05-01,Use company news and product pages as canonical evidence for IAI capabilities,unknown,,,,,,,,,,
Elbit Systems News,https://elbitsystems.com/news/,company_press_room,Elbit Systems official news area for defence electronics unmanned systems EW communications sensors and international awards,All Mission Areas,All Domains,high,active,2026-05-01,Use as canonical company source and supplement blocked pages with official PDFs or releases,unknown,,,,,,,,,,
Rafael Advanced Defense Systems,https://www.rafael.co.il/,company_press_room,Rafael official company site for air defence active protection precision weapons naval EW and laser defence systems,All Mission Areas,All Domains,high,active,2026-05-01,Use company pages and official publications as canonical evidence for Rafael capabilities,unknown,,,,,,,,,,
Asian Military Review,https://www.asianmilitaryreview.com/,publication,Asia-Pacific defence publication covering regional procurement industry events and military technology,All Mission Areas,All Domains,moderate,active,2026-05-01,Search for Asia-Pacific company mentions then corroborate with official company or government sources,unknown,,,,,,,,,,
EDR Magazine,https://www.edrmagazine.eu/,publication,European Defence Review online publication covering global defence exhibitions technology and European industry,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for European and emerging-market company discovery then follow primary sources,unknown,,,,,,,,,,
Defence Industry Europe,https://defence-industry.eu/,publication,European defence industry publication focused on procurement industrial base companies and defence technology,All Mission Areas,All Domains,moderate,active,2026-05-01,Search for European industrial capacity company and programme leads with primary-source followup,unknown,,,,,,,,,,
Defense Here Defence Industry,https://defensehere.com/defense-industry,publication,International defence industry news platform with Turkish European and global exhibition coverage,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for Turkey and global exhibition trails then verify with official source pages,unknown,,,,,,,,,,
European Commission EU Defence Industry,https://defence-industry-space.ec.europa.eu/eu-defence-industry_en,government_program,European Commission DG DEFIS page for EU defence industrial base competitiveness innovation and policy,All Mission Areas,All Domains,high,active,2026-05-01,Use for EU defence industrial policy context and links to programmes funding and calls,unknown,,,,,,,,,,
European Defence Industrial Strategy,https://commission.europa.eu/news-and-media/news/first-ever-european-defence-industrial-strategy-enhance-europes-readiness-and-security-2024-03-05_en,official_report,European Commission announcement for EU defence industrial strategy and European Defence Industry Programme,All Mission Areas,All Domains,high,active,2026-05-01,Use for policy context around European industrial readiness and funding source trails,unknown,,,,,,,,,,
Vanguard Canada,https://vanguardcanada.com/,publication,Canadian defence and security publication covering industry policy procurement technology and company announcements,All Mission Areas,All Domains,moderate,active,2026-05-01,Search technology tags interviews event coverage and company announcements then follow official company sources,unknown,,,,,,,,,,
Vanguard Canadian Defence Technology,https://vanguardcanada.com/tag/canadian-defence-technology/,publication,Vanguard tag page focused on Canadian defence technology investment innovation and industry announcements,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for Canadian company and technology discovery around drones training shipbuilding C4ISR and dual-use innovation,unknown,,,,,,,,,,
Canadian Army Today,https://canadianarmytoday.com/,publication,Canadian Army focused publication with modernization exercises procurement industry and technology coverage,Northern Logistics And Sustainment Readiness|Distributed Sensor Networks|Expeditionary Communications Resilience,Logistics & Sustainment|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-01,Search modernization equipment training and industry articles then verify through official or company pages,unknown,,,,,,,,,,
Esprit de Corps,https://www.espritdecorps.ca/,publication,Independent Canadian monthly defence magazine covering industry news policy and military affairs,All Mission Areas,All Domains,moderate,active,2026-05-01,Search industry competition procurement and company mentions for Canadian defence ecosystem trails,unknown,,,,,,,,,,
Skies Magazine,https://skiesmag.com/,publication,Canadian aviation and aerospace publication with military aviation RCAF industry and aerospace technology coverage,Arctic Domain Awareness|Expeditionary Communications Resilience|Distributed Sensor Networks,Space Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-01,Search military aviation RCAF Today aerospace company and CANSEC-related stories,unknown,,,,,,,,,,
Skies Publications,https://skiesmag.com/about-publications/,publication,Skies publication overview including RCAF Today and event circulation into CANSEC SecureTech and AIAC audiences,Arctic Domain Awareness|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-01,Use to identify Skies and RCAF Today as recurring Canadian aerospace defence source trails,unknown,,,,,,,,,,
FrontLine Defence,https://frontlinedefence.ca/,publication,Canadian defence magazine source for policy procurement shipbuilding and security articles,All Mission Areas,All Domains,moderate,active,2026-05-01,Search archives for shipbuilding procurement Arctic security and Canadian defence industry references,unknown,,,,,,,,,,
SP Guide Publications,https://www.spguidepublications.com/about-us/overview.asp,publication,Indian publishing group behind SPs Aviation SPs Land Forces SPs Naval Forces and related defence show publications,All Mission Areas,All Domains,moderate,active,2026-05-01,Use as an India and Asia defence publication hub then branch into aviation land naval and show-news pages,unknown,,,,,,,,,,
SPs Aviation,https://www.sps-aviation.com/features,publication,Indian aviation and aerospace publication with military aviation industry and defence technology coverage,Arctic Domain Awareness|Distributed Sensor Networks|Expeditionary Communications Resilience,Space Systems|ISR & Sensing|Communications & Infrastructure,moderate,active,2026-05-01,Search defence budget Aero India military aviation and aerospace partnership coverage,unknown,,,,,,,,,,
SPs Land Forces,https://www.spslandforces.com/features/default.asp,publication,Indian land forces and defence publication covering army technology acquisitions industry and regional defence events,Autonomous Patrol|Northern Logistics And Sustainment Readiness|Distributed Sensor Networks,Autonomy & Robotics|Logistics & Sustainment|ISR & Sensing,moderate,active,2026-05-01,Search Make in India land systems artillery counter-UAS and industry partnership stories,unknown,,,,,,,,,,
Indian Defence Research Wing,https://idrw.org/,publication,India defence news publication tracking acquisition policy DRDO industry and technology developments,All Mission Areas,All Domains,moderate,active,2026-05-01,Search acquisition technology infusion DRDO industry and company partnership articles then confirm with official sources,unknown,,,,,,,,,,
India Defence,https://india-defence.com/,publication,Indian aerospace and defence news and networking site with daily alerts and industry discovery,All Mission Areas,All Domains,moderate,active,2026-05-01,Use for India-focused company and programme discovery followed by company or government corroboration,unknown,,,,,,,,,,
Defence Innovation Review,https://defenceinnovationreview.com/,publication,India defence innovation and market publication tracking companies startups indexes and industry strategy,All Mission Areas,All Domains,moderate,active,2026-05-01,Search defence startups innovation indexes company growth and technology announcements,unknown,,,,,,,,,,
Defence Connect,https://www.defenceconnect.com.au/,publication,Australian defence industry publication covering procurement industry awards AUKUS technology and company announcements,All Mission Areas,All Domains,moderate,active,2026-05-01,Search Australian company announcements contract awards autonomous systems shipbuilding and AUKUS trails,unknown,,,,,,,,,,
Australian Defence Magazine,https://www.australiandefence.com.au/,publication,Australian defence industry publication covering companies procurement budgets technology and programme updates,All Mission Areas,All Domains,moderate,active,2026-05-01,Search news by company programme and technology theme then verify through official sources,unknown,,,,,,,,,,
Defence Technology Review Australia,https://dtrmagazine.com/,publication,Indo-Pacific defence magazine covering acquisition programmes technology innovation and Australian defence industry,All Mission Areas,All Domains,moderate,active,2026-05-01,Search DTR news and media kits for capability acquisition company and technology trails,unknown,,,,,,,,,,
Asia Pacific Defence Reporter,https://asiapacificdefencereporter.com/,publication,Australian and Indo-Pacific defence publication covering military procurement industry and regional security,All Mission Areas,All Domains,moderate,active,2026-05-01,Search APDR issues and articles for Australia Indo-Pacific company and programme references,unknown,,,,,,,,,,
Defence Industry Australia,https://www.defenceindustry.com.au/,publication,Australian defence industry publication promoting product launches technology breakthroughs and media releases,All Mission Areas,All Domains,moderate,active,2026-05-01,Use as a source for Australian company product launch and technology announcement trails,unknown,,,,,,,,,,
WA Defence Review,https://www.wadefencereview.com.au/,publication,Western Australia defence sector publication with annual reviews industry features and maritime precinct coverage,Underwater ISR|Northern Logistics And Sustainment Readiness|Expeditionary Communications Resilience,Maritime Systems|Logistics & Sustainment|Communications & Infrastructure,moderate,active,2026-05-01,Search shipbuilding Henderson AUKUS naval sustainment and Western Australia defence company features,unknown,,,,,,,,,,
Australian Defence Business Review,https://adbr.com.au/,publication,Australian defence aerospace and security publication covering ADF programmes industry and capability development,All Mission Areas,All Domains,moderate,active,2026-05-01,Search air maritime land C4ISR and Australian defence industry stories,unknown,,,,,,,,,,
UK Defence Journal,https://ukdefencejournal.org.uk/,publication,UK defence publication covering naval air land procurement industry and military technology news,All Mission Areas,All Domains,moderate,active,2026-05-01,Search naval announcements industry contracts technology and Royal Navy capability stories,unknown,,,,,,,,,,
UK Defence Journal Announcements,https://ukdefencejournal.org.uk/news/announcements/,publication,UK Defence Journal announcement stream for procurement policy and industry updates,All Mission Areas,All Domains,moderate,active,2026-05-01,Use announcement archive for UK contract and capability trails then corroborate with GOV.UK or company releases,unknown,,,,,,,,,,
